repo	source_url	classification	score	linked_papers	paper_dois	paper_years	paper_titles	species	tissue	skill_names	raw_skill_tags	description	language	stars	license	reusable_files
rdong08/spatialDWLS_dataset	https://github.com/rdong08/spatialDWLS_dataset	analysis_or_method_code_candidate	459	S0128;S0368	10.1093/bib/bbae250;10.1038/s41467-023-37168-7	2024;2023	Benchmarking mapping algorithms for cell-type annotating in mouse brain by integrating single-nucleus RNA-seq and Stereo-seq data.; A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics.	mouse	brain	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery	cell_cell_interaction:1;cell_type_mapping:2;cell_type_mapping:4;publication_plotting:2;quality_control_preprocessing:1;spatial_communication:1;spatial_domain:4	code and dataset for spatialDWLS		14		codes/Heart_ST_tutorial_spatialDWLS.Rmd | codes/Visium_Brain_spatialDWLS.Rmd | codes/seqFISH_plus_deconvolution.Rmd
JinmiaoChenLab/SpatialGlue_notebook	https://github.com/JinmiaoChenLab/SpatialGlue_notebook	paper_analysis_code_candidate	457	S0114	10.1038/s41592-024-02316-4	2024	Deciphering spatial domains from spatial multi-omics with SpatialGlue.			stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	3d_reconstruction:1;cell_type_mapping:2;publication_plotting:3;quality_control_preprocessing:2;spatial_domain:13;spatial_programs:3		Jupyter Notebook	7		Benchmarking_Lymph_Node_Fig1hk_FigS8cehi.ipynb | Benchmarking_Mouse_Brain_Fig2bf_FigS13a_FigS14a.ipynb | Benchmarking_Mouse_Spleen_Fig3f_Fig25d.ipynb | Benchmarking_Mouse_Thymus_Fig3a_Fig17a_Fig18a_Fig19a.ipynb | Benchmarking_Simulation_Fig1bef_FigS1bd_FigS2ac_FigS3acfh.ipynb | Downstream_analysis/Spatial-epigenome-transriptome_downstream_analysis_archR_Fig2jkl_FigS13.R | Downstream_analysis/Spatial-epigenome-transriptome_downstream_analysis_signac_Fig2jkl_FigS13.R | baseline_methods/RNA&ADT/benchmarking_RNA_ADT_Seurat.R | baseline_methods/RNA&ADT/clustering_scMM.ipynb | baseline_methods/RNA&peak/benchmarking_RNA_ATAC_Seurat.R
wenwenmin/STMVGAE	https://github.com/wenwenmin/STMVGAE	analysis_or_method_code_candidate	455	S0361	10.1016/j.csbj.2024.11.041	2024	Deep clustering representation of spatially resolved transcriptomics data using multi-view variational graph auto-encoders with consensus clustering.			stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	developmental_trajectory:4;publication_plotting:6;quality_control_preprocessing:1;spatial_domain:9;spatial_programs:2	Deep Clustering Representation for Spatially Resolved Transcriptomics Data via Multi-view Variational Graph Auto-Encoders with Consensus Clustering	Python	15		consensus_clustering.py | data/DLPFC/151672/spatial/add.ipynb
yzf072/spaTrack	https://github.com/yzf072/spaTrack	paper_analysis_code_candidate	455	S0069;S0140	10.1016/j.xcrm.2023.101231;10.1097/hc9.0000000000000662	2023;2025	Cancer-associated fibroblasts undergoing neoadjuvant chemotherapy suppress rectal cancer revealed by single-cell and spatial transcriptomics.; Integrative single-cell and spatial transcriptome analysis reveals heterogeneity of human liver progenitor cells.	human	cancer;liver	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	cell_cell_interaction:1;cell_type_mapping:5;developmental_trajectory:1;developmental_trajectory:6;publication_plotting:10;publication_plotting:15;quality_control_preprocessing:1;spatial_cell_type_interpretation:1;spatial_cell_type_interpretation:7;spatial_communication:1;spatial_domain:1;spatial_domain:8;spatial_programs:16;spatial_programs:19	An optimal transport-based algorithm for inferring cell trajectories of spatial transcriptomics.	Python	40	MIT	spaTrack/multiple_time/visual.py | spaTrack/single_time/start_cluster.py | spaTrack/single_time/velocity.py
vertesy/Seurat.multicore	https://github.com/vertesy/Seurat.multicore	paper_analysis_code_candidate	454	S0085	10.1038/s41467-023-42658-9	2023	Dbh+ catecholaminergic cardiomyocytes contribute to the structure and function of the cardiac conduction system in murine heart.	mouse	heart	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	3d_reconstruction:1;cell_type_mapping:2;developmental_trajectory:2;publication_plotting:2;quality_control_preprocessing:2;spatial_cell_type_interpretation:1;spatial_domain:10	Multicore and utility functions for Seurat 2 & 3, using doMC / foreach packages.	R	4	GPL-3.0	00.Load.Seurat3.Multicore.LOCAL.R | 00.Load.Seurat3.Multicore.WEB.R | Functions/Seurat.Functions.other.R | Functions/Seurat2.Multicore.Functions.R | Functions/Seurat3.Multicore.Generic.Functions.R | Functions/Seurat3.Multicore.Read.Write.R | Functions/deprecated/OLD.Seurat.Functions.R | Functions/deprecated/Seurat3.Functions copy.R | Functions/deprecated/Seurat3.plotting.Functions.R | Seurat.Multicore.Examples.R
biopzhang/thor_scripts_ncomm	https://github.com/biopzhang/thor_scripts_ncomm	paper_analysis_code_candidate	453	S0382	10.1038/s41467-025-62593-1	2025	Thor: a platform for cell-level investigation of spatial transcriptomics and histology.			stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs	cell_type_mapping:2;publication_plotting:4;quality_control_preprocessing:1;spatial_domain:5;spatial_grn_regulon:1;spatial_programs:5	Analysis scripts	Jupyter Notebook	3		Fig2.compare_similarity.ipynb | Fig2.plot_cluster_mean_expression.ipynb | Fig3.fibrotic_proportion.ipynb | Fig4.find_vessel_markers.ipynb | Fig4.get_PLA2G2A_stratified_vessel_DEG.ipynb | Fig5_6.DCIS_analysis.ipynb | run_bayesspace.R | suppFig10.hotspot_module_detection_MOB.ipynb | suppFig5.mouse_brain_MERFISH.ipynb | suppFig6.integrate_thor_xenium.ipynb
JinmiaoChenLab/SpatialGlue_3M	https://github.com/JinmiaoChenLab/SpatialGlue_3M	method_tool_with_examples	451	S0114	10.1038/s41592-024-02316-4	2024	Deciphering spatial domains from spatial multi-omics with SpatialGlue.			stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	3d_reconstruction:1;cell_type_mapping:2;publication_plotting:3;quality_control_preprocessing:2;spatial_domain:13;spatial_programs:3	Extended version of SpatialGlue for integration of spatial triplet modality data.	Python	6		SpatialGlue_3M/SpatialGlue_pyG.py | SpatialGlue_3M/main.py | SpatialGlue_3M/model.py | SpatialGlue_3M/preprocess.py | SpatialGlue_3M/utils.py
kuanglab/GraphTucker	https://github.com/kuanglab/GraphTucker	paper_analysis_code_candidate	449	S0425	10.1093/bioinformatics/btae245	2024	Deciphering high-order structures in spatial transcriptomes with graph-guided Tucker decomposition.			stereo-seq-developmental-trajectory;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	developmental_trajectory:1;quality_control_preprocessing:1;spatial_domain:4	Graph-regularized Tucker tensor decomposition 	MATLAB	4	MIT	analysis/spatial_component_analysis.m | analysis/spatial_component_clustering.m | analysis/visualize_GraphTucker_spatial_components.m | baseline_clustering/.ipynb_checkpoints/NSFH_clustering-checkpoint.ipynb | baseline_clustering/FIST_clustering.m | baseline_clustering/NMF_clustering.m | baseline_clustering/NSFH_clustering.ipynb | baseline_clustering/NSFH_clustering_vis.m | baseline_clustering/RNMTF_clustering.m
rockdeme/chrysalis	https://github.com/rockdeme/chrysalis	paper_analysis_code_candidate	449	S0399	10.1038/s42003-024-07165-7	2024	Chrysalis: decoding tissue compartments in spatial transcriptomics with archetypal analysis.			stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	cell_type_mapping:2;publication_plotting:3;quality_control_preprocessing:3;spatial_cell_type_interpretation:2;spatial_domain:2	Powerful and lightweight package to identify tissue compartments in spatial transcriptomics datasets.	Jupyter Notebook	19	BSD-3-Clause	article/A2_human_lymph_node/SVG_detection_methods/1_bsp_spatialde_sepal.ipynb | article/A2_human_lymph_node/benchmarking/spatialpca.R | article/A3_human_breast_cancer/benchmarking/spatialpca.R | article/A4_mouse_brain/ffpe/map_annotations.py | article/A7_stereo_seq/stereo_seq_analysis.ipynb | chrysalis/plots.py
ZhihaoSi/SpaNCMG	https://github.com/ZhihaoSi/SpaNCMG	analysis_or_method_code_candidate	448	S0417	10.1093/bib/bbae259	2024	SpaNCMG: improving spatial domains identification of spatial transcriptomics using neighborhood-complementary mixed-view graph convolutional network.			stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	3d_reconstruction:1;publication_plotting:2;quality_control_preprocessing:1;spatial_domain:11		Jupyter Notebook	8		Tutorial/SpaNCMG _use_stereoMOB.py | Tutorial/SpaNCMG _use_stereoembryo.py
HiDiHlabs/sainsc-study	https://github.com/HiDiHlabs/sainsc‐study	paper_analysis_code_candidate	446	S0352	10.1002/smtd.202401123	2025	Sainsc: A Computational Tool for Segmentation-Free Analysis of In Situ Capture Data.			stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-cellbin-segmentation	cell_type_mapping:5;developmental_trajectory:1;quality_control_preprocessing:3;spatial_cell_type_interpretation:1;spatial_domain:3		Jupyter Notebook	1	MIT	2_0-StereoSeq_Embryo_HVG_SVG.ipynb | 2_1-StereoSeq_Embryo_supervised.ipynb | 2_1-StereoSeq_Embryo_unsupervised.ipynb | 2_2-StereoSeq_Embryo_plotting.ipynb | 3_0-StereoSeq_Brain_segmentation_based_signatures.ipynb | 3_2-StereoSeq_Brain_cortex.ipynb | 3_3-StereoSeq_Brain_BAM_analysis.ipynb | 4_0-Xenium_segmentation.ipynb | julia/StereoSeq_Brain_jl.ipynb
STOmics/BatchEval	https://github.com/STOmics/BatchEval ; https://github.com/STOmics/BatchEval&revision=a908410fa1d855cc8c19cd26b5e57bd8b85449df&snapshot=585ccf2f25bd6a079f7c7bcbb08db7361554b300 ; https://github.com/STOmics/BatchEval;visit=swh:1:snp:585ccf2f25bd6a079f7c7bcbb08db7361554b300;anchor=swh:1:rev:a908410fa1d855cc8c19cd26b5e57bd8b85449df	paper_analysis_code_candidate	446	S0466	10.46471/gigabyte.108	2024	BatchEval Pipeline: batch effect evaluation workflow for multiple datasets joint analysis.			stereo-seq-publication-plotting	publication_plotting:1	BatchEval: An Exquisite Workflow for Evaluating Batch Effects in Data Integration	Python	6	MIT	BatchEval/integration/spatiAlign.py | BatchEval/test/cdf_plot.py | BatchEval/test/heatmap.py | BatchEval/test/joint_plot.py | BatchEval/test/kernel_plot.py | BatchEval/test/qq_plot.py | BatchEval/test/umap_plot.py | BatchEval/test/var_mean_plot.py
BrainStOrmics/Spaco_scripts	https://github.com/BrainStOrmics/Spaco_scripts	paper_analysis_code_candidate	445	S0364	10.1016/j.patter.2023.100915	2024	Spaco: A comprehensive tool for coloring spatial data at single-cell resolution.			stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	cell_type_mapping:1;publication_plotting:1;spatial_cell_type_interpretation:1;spatial_domain:14;spatial_programs:1		Jupyter Notebook	0		Figures scripts/Axolotl_DPI10-CI-graph-guided.ipynb | Figures scripts/Cluster_color_alignment.ipynb | Figures scripts/STARmap_mouse_brain_color_assignment.ipynb | Figures scripts/STARmap_stereo-seq_CI-guided.ipynb | Figures scripts/color vision deficiency.ipynb | Figures scripts/color_alignment_across_DPI10-15.ipynb | Figures scripts/running_time.ipynb | Figures scripts/seqFISH_IMC.ipynb | Figures scripts/simulated data and benchmarks.ipynb
yuqiuzhou/Pianno	https://github.com/yuqiuzhou/Pianno	analysis_or_method_code_candidate	445	S0375	10.1038/s41467-024-47152-4	2024	Pianno: a probabilistic framework automating semantic annotation for spatial transcriptomics.			stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	3d_reconstruction:2;cell_type_mapping:2;publication_plotting:3;quality_control_preprocessing:2;spatial_cell_type_interpretation:2;spatial_domain:6;spatial_programs:2			5	MIT	pianno/_annotation_improvement.py | pianno/_spatial_pattern_recognition.py
deepomicslab/STAGUE	https://github.com/deepomicslab/STAGUE	analysis_or_method_code_candidate	443	S0345;S0455	10.1002/advs.202403572;10.1186/s13059-025-03637-z	2024;2025	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.; spaMGCN: a graph convolutional network with autoencoder for spatial domain identification using multi-scale adaptation.			stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	3d_reconstruction:1;cell_cell_interaction:3;cell_type_mapping:1;developmental_trajectory:2;publication_plotting:3;quality_control_preprocessing:1;spatial_cell_type_interpretation:1;spatial_communication:1;spatial_domain:5;spatial_domain:8;spatial_programs:2		Jupyter Notebook	3	MIT	Visualization.ipynb | benchmark_script/stereo-seq.sh
lichen2018/stVAE	https://github.com/lichen2018/stVAE	method_tool_with_examples	443	S0422	10.1093/bioinformatics/btad642	2023	stVAE deconvolves cell-type composition in large-scale cellular resolution spatial transcriptomics.			stereo-seq-cell-type-mapping;stereo-seq-spatial-domain-discovery	cell_type_mapping:8;spatial_domain:1	Deconvolve the cell-type composition of spatial transcriptomics at cellular resolution	Jupyter Notebook	3	MIT	marker genes/marker_genes_embryo_sub.ipynb | marker genes/marker_genes_mouse_brain_slide-seqV2.ipynb | marker genes/marker_genes_mouse_brain_stereo-seq.ipynb | marker genes/marker_genes_olfactory_bulb.ipynb
hannshu/st_datasets	https://github.com/hannshu/st_datasets	method_tool_with_examples	442	S0418	10.1093/bib/bbae329	2024	Accurately deciphering spatial domains for spatially resolved transcriptomics with stCluster.			stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	cell_type_mapping:1;publication_plotting:3;spatial_domain:23;spatial_programs:2	This repository will continuously collect annotated spatial transcriptomic datasets. 本仓库将持续收集空间转录组数据集	Python	12	MIT	utils/clustering.py | utils/plotting.py
yiwen-yang/MCGAE	https://github.com/yiwen-yang/MCGAE	paper_analysis_code_candidate	442	S0419	10.1093/bib/bbae608	2024	MCGAE: unraveling tumor invasion through integrated multimodal spatial transcriptomics.		tumor	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	3d_reconstruction:5;developmental_trajectory:2;publication_plotting:4;quality_control_preprocessing:1;spatial_domain:24;spatial_programs:4		Python	2	MIT	Analysis/Colon1/Colorectal_Cancer1_Seurat.R | Analysis/DLPFC/Seurat.R | Analysis/HBC/HumanBreastCancer_Seurat.R | Analysis/Liver1/Liver1_Seurat.R | Analysis/Mouse_Olfactory/MouseOlfactory_Seurat.R | Analysis/Mouse_Olfactory/plot_for_R method_MO.py | Analysis/STARmap/STARmap_Seurat.R | Analysis/TImerecord/ForHBC_Timerecorder_Seurat.R
zenglab-pku/SPATCH	https://github.com/zenglab-pku/SPATCH	paper_analysis_code_candidate	442	S0098	10.1038/s41467-025-64292-3	2025	Systematic benchmarking of high-throughput subcellular spatial transcriptomics platforms across human tumors.	human	tumor	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	3d_reconstruction:1;cell_type_mapping:2;developmental_trajectory:1;publication_plotting:1;quality_control_preprocessing:6;spatial_cell_type_interpretation:3;spatial_domain:6	SPAtial Transcriptomics resource for subCellular and High-throughput platforms	Python	22		analysis/10_spatial_cluster.py | analysis/7_cluster.py | analysis/9_st_annotation.py | analysis/9_st_annotation_consistency.r
Zhaocy-Research/TransformerST	https://github.com/Zhaocy-Research/TransformerST	paper_analysis_code_candidate	442	S0412	10.1093/bib/bbae052	2024	Innovative super-resolution in spatial transcriptomics: a transformer model exploiting histology images and spatial gene expression.			stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-spatial-domain-discovery;stereo-seq-cellbin-segmentation	3d_reconstruction:1;cell_type_mapping:1;spatial_domain:4	A Transformer Model Exploiting Histology Images and Spatial Gene Expression	Jupyter Notebook	22		TransformerST analysis/DLPFC.ARI_boxplot.R | TransformerST analysis/DLPFC_BayesSpace.R | TransformerST analysis/Figure 2.ipynb | src/Utils/clustering_func.py
cuhklinlab/SGCAST	https://github.com/cuhklinlab/SGCAST	paper_analysis_code_candidate	441	S0410	10.1093/bib/bbad490	2023	SGCAST: symmetric graph convolutional auto-encoder for scalable and accurate study of spatial transcriptomics.			stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	developmental_trajectory:1;publication_plotting:1;spatial_domain:5;spatial_programs:2		Jupyter Notebook	1		DLPFC_clustering.ipynb | SGCAST-main/Config.py | SGCAST-main/SGCAST_clustering.py | SGCAST_exp/Config_exp.py | SGCAST_exp/SGCAST_clustering_exp.py | SGCAST_spa/Config_spa.py | SGCAST_spa/SGCAST_clustering_spa.py | high-res_clustering.ipynb
hanyuefuqu8/ST_Ol_rhizome	https://github.com/hanyuefuqu8/ST_Ol_rhizome	paper_analysis_code_candidate	440	S0146	10.1111/pbi.14294	2024	Spatiotemporal transcriptomic atlas of rhizome formation in Oryza longistaminata.			stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	3d_reconstruction:2;developmental_trajectory:7;publication_plotting:9;spatial_domain:14;spatial_programs:1		Jupyter Notebook	0		Seurat_SCTintegrate.R | Seurat_harmony.R | Seurat_merge.R | Seurat_reference.R | tiller_and_rhizome/Reversed_clusters/c4c5_gene_plot.sh | tiller_and_rhizome/Reversed_clusters/c4c5_marker.sh | tiller_and_rhizome/Reversed_clusters/diff_gene_plot.R | tiller_and_rhizome/Reversed_clusters/known_marker.R
Lei-group/Dbh_paper	https://github.com/Lei-group/Dbh_paper	analysis_or_method_code_candidate	440	S0085	10.1038/s41467-023-42658-9	2023	Dbh+ catecholaminergic cardiomyocytes contribute to the structure and function of the cardiac conduction system in murine heart.	mouse	heart	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	3d_reconstruction:1;cell_type_mapping:2;developmental_trajectory:2;publication_plotting:2;quality_control_preprocessing:2;spatial_cell_type_interpretation:1;spatial_domain:10	This includes code and data relevant to produce the figures shown in the Lei group paper 2023 NC.	R	0		Figures.R | MULTICORESEURAT.R
zhengli09/BASS-Analysis	https://github.com/zhengli09/BASS-Analysis ; https://github.com/zhengli09/BASS‐Analysis	paper_analysis_code_candidate	440	S0087;S0345;S0350;S0449	10.1038/s41467-023-44367-9;10.1002/advs.202403572;10.1002/imt2.70084;10.1186/s13059-024-03361-0	2024;2025	MENDER: fast and scalable tissue structure identification in spatial omics data.; Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.; A comprehensive benchmarking for spatially resolved transcriptomics clustering methods across variable technologies, organs, and replicates.; Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.			stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	3d_reconstruction:5;cell_cell_interaction:3;cell_type_mapping:1;developmental_trajectory:2;publication_plotting:2;publication_plotting:3;publication_plotting:9;quality_control_preprocessing:1;spatial_cell_type_interpretation:1;spatial_communication:1;spatial_domain:10;spatial_domain:14;spatial_domain:5;spatial_programs:2	Tutorial of BASS and results reproduction	Roff	10		code/add_simu/nTypes_nDomains/plot.R | code/add_simu/nTypes_nDomains/simu_C.R | code/add_simu/nTypes_nDomains/simu_R.R | code/add_simu/nTypes_nDomains/simu_R_spaGCN.R | code/add_simu/rand_exclusion_genes/plot.R | code/add_simu/rare_cell_type/plot.R
almaan/sepal	https://github.com/almaan/sepal	method_tool_with_examples	439	S0365	10.1016/j.xgen.2024.100565	2024	Complete spatially resolved gene expression is not necessary for identifying spatial domains.			stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	publication_plotting:2;quality_control_preprocessing:6;spatial_domain:5	sepal : Spatial Expression PAttern Locator	Python	9	MIT	compare/run-SpatialDE.py | visual/visme.py
MultiparameterTDAHistology/SpatialPatterningOfImmuneCells	https://github.com/MultiparameterTDAHistology/SpatialPatterningOfImmuneCells	method_tool_with_examples	439	S0105	10.1038/s41586-024-07563-1	2024	Multiscale topology classifies cells in subcellular spatial transcriptomics.			stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation	cell_cell_interaction:1;cell_type_mapping:6;publication_plotting:4;quality_control_preprocessing:4;spatial_communication:1;spatial_domain:9;spatial_programs:1		HTML	9		multiparameter_landscape_plotting.py | one_parameter_plotting.py
bpucker/PBBtools	https://github.com/bpucker/PBBtools	paper_analysis_code_candidate	438	S0089	10.1038/s41467-024-53756-7	2024	Tracing the evolutionary and genetic footprints of atmospheric tillandsioids transition from land to air.			stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	cell_type_mapping:5;developmental_trajectory:3;publication_plotting:1;quality_control_preprocessing:2;spatial_cell_type_interpretation:5;spatial_domain:6;spatial_programs:9	collection of mini tools for the BioinfToolServer	Python	3	GPL-3.0	collection/alignment_input_mixer.py | collection/exp_plots.py | collection/extract_myb_domain.py | collection/get_DEGs_from_DESeq2_output.py | collection/heatmap_plotter.py | dotplotter/dotplotter.py | heatmapper/heatmap_plotter.py
madhavmantri/chicken_heart	https://github.com/madhavmantri/chicken_heart	paper_analysis_code_candidate	438	S0350	10.1002/imt2.70084	2025	A comprehensive benchmarking for spatially resolved transcriptomics clustering methods across variable technologies, organs, and replicates.			stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	cell_type_mapping:1;publication_plotting:2;quality_control_preprocessing:1;spatial_domain:14	Spatiotemporal single-cell RNA sequencing of developing hearts reveals interplay between cellular differentiation and morphogenesis	R	13		scripts/epicardial_pseudotime.R | scripts/spatial_nointegration.R | scripts/spatial_pseudotime_anchor.R | scripts/spatial_scanorama.R | scripts/spatial_solo.R
DongqingSun96/STRIDE	https://github.com/DongqingSun96/STRIDE	paper_analysis_code_candidate	437	S0368	10.1038/s41467-023-37168-7	2023	A comprehensive benchmarking with practical guidelines for cellular deconvolution of spatial transcriptomics.			stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-spatial-communication	cell_cell_interaction:1;cell_type_mapping:2;spatial_communication:1	STRIDE (Spatial TRanscRIptomics DEconvolution by topic modelling) is a cell-type deconvolution tool for spatial transcriptomics by using single-cell transcriptomics data. 	Python	17	GPL-3.0	src/STRIDE/Clustering.py | src/STRIDE/Deconvolution.py | src/STRIDE/Plot.py | src/STRIDE/utility/MarkerFind.py
shendurelab/MMCA	https://github.com/shendurelab/MMCA	paper_analysis_code_candidate	435	S0385	10.1038/s41586-023-06548-w	2023	Single-cell, whole-embryo phenotyping of mammalian developmental disorders.		embryo	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	3d_reconstruction:6;cell_cell_interaction:1;cell_type_mapping:7;developmental_trajectory:15;publication_plotting:14;quality_control_preprocessing:3;spatial_domain:8;spatial_programs:2	The scripts used for performing data analysis in the MMCA project	R	5	MIT	Section_3_step2_UMAP_WT.R | Section_3_step3_PCA_sub_trajectory.R | Section_3_step4_WT_sub_trajectory.R | Section_3_step5_plot_sub_trajectory.R | Section_7_gsea.R | Section_7_subcluster_LimbMes.R
zhanglabtools/STAMarker	https://github.com/zhanglabtools/STAMarker	paper_analysis_code_candidate	435	S0433	10.1093/nar/gkad801	2023	STAMarker: determining spatial domain-specific variable genes with saliency maps in deep learning.			stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	cell_type_mapping:1;publication_plotting:3;spatial_cell_type_interpretation:1;spatial_domain:5;spatial_programs:3	STAMarker: Identify Spatial Domain-specific Variable Genes via Ensemble Graph Attention Autoencoders 	Jupyter Notebook	5		stamarker/__init__.py | stamarker/dataset.py | stamarker/models.py | stamarker/modules.py | stamarker/pipeline.py | stamarker/utils.py
tju-zl/MuCoST	https://github.com/tju-zl/MuCoST	paper_analysis_code_candidate	434	S0415	10.1093/bib/bbae255	2024	A multi-view graph contrastive learning framework for deciphering spatially resolved transcriptomics data.			stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	3d_reconstruction:1;cell_cell_interaction:1;developmental_trajectory:4;publication_plotting:4;spatial_cell_type_interpretation:1;spatial_communication:1;spatial_domain:14;spatial_programs:1		Jupyter Notebook	9	MIT	MuCoST/config.py | Notebooks/MuCoST-stereo-seq.ipynb | Notebooks/plot-batches.ipynb | Notebooks/plot-seed.ipynb | Notebooks/plot-temp.ipynb
